['m.0k8z', 'business.acquisition.acquiring_company', 'business.acquisition.company_acquired', 'm.01rtbw']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_fn']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_fv']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_g0']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_g6']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_gd']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_gl']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m1_gs']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29wx']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29x2']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29x8']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29xg']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29xn']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29xv']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29y0']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m29y6']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m3bc9']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m3bch']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m3bcp']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m3bcw']
['m.0k8z', 'organization.organization.locations.1', 'organization.organization.locations.2', 'm.03m3bd1']
['m.0k8z', 'organization.organization.phone_number.1', 'organization.organization.phone_number.2', 'm.0mx_hlq']
['m.0k8z', 'organization.organization.place_founded.1', 'organization.organization.place_founded.2', 'm.01n7q']
['m.0k8z', 'organization.organization.place_founded.1', 'organization.organization.place_founded.2', 'm.0r679']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.02hwrl']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.03cjqss']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.0411n0z']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.09m8jd4']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.0c81jt']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.0cfhc5']
['m.0k8z', 'organization.organization_relationship.parent', 'organization.organization_relationship.child', 'm.0hrdfsh']
['m.0k8z', 'organization.organization_spin_off.parent_company', 'organization.organization_spin_off.child_company', 'm.01st38']
['m.0k8z', 'venture_capital.venture_investment.company', 'venture_capital.venture_investment.investor', 'm.043ttv']
['m.0k8z', 'venture_capital.venture_investment.company', 'venture_capital.venture_investment.investor', 'm.05cp05']
['m.03cjr65', 'education.education.student', 'education.education.institution', 'm.0lvng']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award', 'm.04ss98']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award', 'm.0n2367_']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award', 'm.0rzb4km']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award_winner', 'm.017h4c']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award_winner', 'm.04jspq']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.award_winner', 'm.06y1l']
['m.06y3r', 'award.award_honor.award_winner', 'award.award_honor.ceremony', 'm.0ctd66']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.03mnk']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.05fxn']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.09b3v']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.0k8z']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.0kk9v']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.company', 'm.0xwj']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.title', 'm.01z0qtz']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.title', 'm.03bqjfv']
['m.06y3r', 'business.employment_tenure.person', 'business.employment_tenure.title', 'm.0dq_5']
['m.06y3r', 'education.education.student', 'education.education.institution', 'm.05ds6x']
['m.06y3r', 'education.education.student', 'education.education.institution', 'm.06bw5']
['m.06y3r', 'education.education.student', 'education.education.institution', 'm.076913x']
['m.06y3r', 'education.education.student', 'education.education.institution', 'm.0k03wc8']
['m.06y3r', 'film.film.executive_produced_by.2', 'film.film.executive_produced_by.1', 'm.0dyb1']
['m.06y3r', 'film.film.subjects.2', 'film.film.subjects.1', 'm.0246dk']
['m.06y3r', 'film.film.subjects.2', 'film.film.subjects.1', 'm.0j7j4ls']
['m.06y3r', 'film.film.subjects.2', 'film.film.subjects.1', 'm.0k1zcyn']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.038gjc']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.03m5drv']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0f6f_8']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0h11b1s']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0m2g3b0']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0m2g3r9']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0m2g62x']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.film', 'm.0qpx78t']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.type_of_appearance', 'm.021y7s_']
['m.06y3r', 'film.personal_film_appearance.person', 'film.personal_film_appearance.type_of_appearance', 'm.02nsjx2']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.02cwm']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.040fw97']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.040fw9m']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.09ryyn5']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.0ggbtb1']
['m.06y3r', 'media_common.quotation.author.2', 'media_common.quotation.author.1', 'm.0jvfvr2']
['m.06y3r', 'organization.leadership.person', 'organization.leadership.organization', 'm.0k8z']
['m.06y3r', 'organization.leadership.person', 'organization.leadership.role', 'm.0dq_5']
['m.06y3r', 'organization.organization_board_membership.member', 'organization.organization_board_membership.organization', 'm.043bhr']
['m.06y3r', 'organization.organization_board_membership.member', 'organization.organization_board_membership.organization', 'm.09b3v']
['m.06y3r', 'organization.organization_board_membership.member', 'organization.organization_board_membership.organization', 'm.0dqq7d']
['m.06y3r', 'organization.organization_board_membership.member', 'organization.organization_board_membership.organization', 'm.0k8z']
['m.06y3r', 'organization.organization_board_membership.member', 'organization.organization_board_membership.organization', 'm.0kk9v']
['m.06y3r', 'organization.organization.founders.2', 'organization.organization.founders.1', 'm.011wwj']
['m.06y3r', 'organization.organization.founders.2', 'organization.organization.founders.1', 'm.02hwrl']
['m.06y3r', 'organization.organization.founders.2', 'organization.organization.founders.1', 'm.05fxn']
['m.06y3r', 'organization.organization.founders.2', 'organization.organization.founders.1', 'm.0k8z']
['m.06y3r', 'organization.organization.founders.2', 'organization.organization.founders.1', 'm.0kk9v']
['m.06y3r', 'people.deceased_person.cause_of_death.1', 'people.deceased_person.cause_of_death.2', 'm.03c4yw']
['m.06y3r', 'people.deceased_person.place_of_burial.1', 'people.deceased_person.place_of_burial.2', 'm.0h967g4']
['m.06y3r', 'people.deceased_person.place_of_death.1', 'people.deceased_person.place_of_death.2', 'm.0f04c']
['m.06y3r', 'people.ethnicity.people.2', 'people.ethnicity.people.1', 'm.0150zs']
['m.06y3r', 'people.ethnicity.people.2', 'people.ethnicity.people.1', 'm.01qhm_']
['m.06y3r', 'people.ethnicity.people.2', 'people.ethnicity.people.1', 'm.02ctzb']
['m.06y3r', 'people.ethnicity.people.2', 'people.ethnicity.people.1', 'm.02qv_h_']
['m.06y3r', 'people.marriage.spouse', 'people.marriage.location_of_ceremony', 'm.05jvq5']
['m.06y3r', 'people.marriage.spouse', 'people.marriage.spouse', 'm.025zhrp']
['m.06y3r', 'people.marriage.spouse', 'people.marriage.spouse', 'm.02jv7j1']
['m.06y3r', 'people.marriage.spouse', 'people.marriage.type_of_union', 'm.01g63y']
['m.06y3r', 'people.marriage.spouse', 'people.marriage.type_of_union', 'm.04ztj']
['m.06y3r', 'people.person.gender.1', 'people.person.gender.2', 'm.05zppz']
['m.06y3r', 'people.person.nationality.1', 'people.person.nationality.2', 'm.09c7w0']
['m.06y3r', 'people.person.parents.1', 'people.person.parents.2', 'm.02jvc1c']
['m.06y3r', 'people.person.parents.1', 'people.person.parents.2', 'm.02jvcjf']
['m.06y3r', 'people.person.parents.1', 'people.person.parents.2', 'm.02jvmvm']
['m.06y3r', 'people.person.parents.1', 'people.person.parents.2', 'm.02jvn2b']
['m.06y3r', 'people.person.parents.2', 'people.person.parents.1', 'm.0269sm0']
['m.06y3r', 'people.person.parents.2', 'people.person.parents.1', 'm.02jvr_q']
['m.06y3r', 'people.person.parents.2', 'people.person.parents.1', 'm.02jvs6w']
['m.06y3r', 'people.person.parents.2', 'people.person.parents.1', 'm.02jvsf5']
['m.06y3r', 'people.person.place_of_birth.1', 'people.person.place_of_birth.2', 'm.0d6lp']
['m.06y3r', 'people.person.profession.1', 'people.person.profession.2', 'm.012t_z']
['m.06y3r', 'people.person.profession.1', 'people.person.profession.2', 'm.01c979']
['m.06y3r', 'people.person.profession.1', 'people.person.profession.2', 'm.03sbb']
['m.06y3r', 'people.person.profession.1', 'people.person.profession.2', 'm.09x_r']
['m.06y3r', 'people.person.religion.1', 'people.person.religion.2', 'm.04pk9']
['m.06y3r', 'people.person.religion.1', 'people.person.religion.2', 'm.0899b']
['m.06y3r', 'people.person.religion.1', 'people.person.religion.2', 'm.092bf5']
['m.06y3r', 'people.person.religion.1', 'people.person.religion.2', 'm.0kpl']
['m.06y3r', 'people.place_lived.person', 'people.place_lived.location', 'm.06pw6']
['m.06y3r', 'people.sibling_relationship.sibling', 'people.sibling_relationship.sibling', 'm.02ds5z']
['m.06y3r', 'people.sibling_relationship.sibling', 'people.sibling_relationship.sibling', 'm.0nf3spy']
['m.0h0vmp4', 'film.performance.character', 'film.performance.actor', 'm.0170s4']
